"date"	"matchup"	"team"	"min"	"tpm"	"tpa"	"oreb"	"dreb"	"ast"	"stl"	"blk"	"to"	"pf"	"pts"	"HA"
20080116	"GSW@IND"	"GSW"	240	11	35	10	25	28	18	4	11	31	117	-1
20080116	"GSW@IND"	"IND"	240	13	30	13	42	22	5	2	24	27	125	1
20080116	"CHI@MIA"	"CHI"	240	9	17	10	29	28	11	1	9	20	126	-1
20080116	"CHI@MIA"	"MIA"	240	4	13	12	26	20	4	2	17	22	96	1
20080116	"SAC@TOR"	"SAC"	240	12	27	6	23	19	10	4	20	17	91	-1
20080116	"SAC@TOR"	"TOR"	240	11	25	12	30	34	16	1	14	18	116	1
20080116	"POR@BOS"	"POR"	240	9	20	6	33	19	2	4	19	28	90	-1
20080116	"POR@BOS"	"BOS"	240	7	26	13	28	20	5	4	8	24	100	1
20080116	"NYK@BRK"	"NYK"	240	9	20	11	27	24	4	1	16	33	111	-1
20080116	"NYK@BRK"	"BRK"	240	7	18	19	24	28	5	2	16	30	105	1
20080116	"ATL@MIL"	"ATL"	240	2	12	10	30	18	8	12	14	20	80	-1
20080116	"ATL@MIL"	"MIL"	240	5	18	18	34	23	3	7	10	22	87	1
20080116	"OKC@NOP"	"OKC"	240	6	11	8	33	29	6	4	15	18	92	-1
20080116	"OKC@NOP"	"NOP"	240	12	22	13	40	32	7	6	12	13	123	1
20080117	"CLE@SAS"	"CLE"	240	4	14	15	30	18	6	5	13	21	90	-1
20080117	"CLE@SAS"	"SAS"	240	6	19	11	29	18	9	5	15	17	88	1
20080117	"UTZ@DEN"	"UTZ"	240	9	19	12	32	33	6	5	18	31	109	-1
20080117	"UTZ@DEN"	"DEN"	240	5	19	16	33	27	11	13	12	21	120	1
20080117	"PHX@LAL"	"PHX"	240	9	18	9	36	37	12	11	23	22	106	-1
20080117	"PHX@LAL"	"LAL"	240	10	27	23	28	18	13	1	21	20	98	1
20080118	"POR@MIA"	"POR"	240	7	21	11	36	13	4	3	12	20	98	-1
20080118	"POR@MIA"	"MIA"	240	8	20	12	25	18	6	4	11	19	91	1
20080118	"ATL@TOR"	"ATL"	240	6	14	9	29	24	4	6	13	20	78	-1
20080118	"ATL@TOR"	"TOR"	240	5	16	4	30	21	9	4	7	18	89	1
20080118	"NYK@WAS"	"NYK"	240	8	25	10	22	25	5	3	14	14	98	-1
20080118	"NYK@WAS"	"WAS"	240	5	14	8	33	23	9	4	18	20	111	1
20080118	"PHI@BOS"	"PHI"	240	2	10	18	21	20	10	4	23	25	89	-1
20080118	"PHI@BOS"	"BOS"	240	14	22	10	20	31	6	6	16	29	116	1
20080118	"SAC@DET"	"SAC"	240	7	23	5	35	25	8	1	12	22	100	-1
20080118	"SAC@DET"	"DET"	240	6	19	17	28	23	8	5	10	18	93	1
20080118	"OKC@MEM"	"OKC"	240	4	19	15	32	19	3	7	11	13	100	-1
20080118	"OKC@MEM"	"MEM"	240	13	26	15	38	32	6	11	13	16	124	1
20080118	"CHA@NOP"	"CHA"	240	4	16	13	26	27	4	2	11	19	84	-1
20080118	"CHA@NOP"	"NOP"	240	7	13	6	33	31	7	6	10	11	112	1
20080118	"MIN@PHX"	"MIN"	240	2	11	15	35	15	3	4	9	19	95	-1
20080118	"MIN@PHX"	"PHX"	240	11	26	3	37	32	4	3	7	20	115	1
20080118	"LAC@UTZ"	"LAC"	240	2	6	6	28	19	6	7	14	17	88	-1
20080118	"LAC@UTZ"	"UTZ"	240	2	9	12	31	28	12	4	10	19	106	1
20080118	"GSW@CHI"	"GSW"	240	11	29	15	28	24	10	3	14	30	119	-1
20080118	"GSW@CHI"	"CHI"	240	9	19	12	29	25	4	3	18	27	111	1
20080119	"MEM@CHA"	"MEM"	240	5	16	10	29	13	5	4	14	9	87	-1
20080119	"MEM@CHA"	"CHA"	240	9	20	10	34	27	11	9	12	22	105	1
20080119	"SAC@IND"	"SAC"	240	10	20	6	38	20	11	4	22	23	110	-1
20080119	"SAC@IND"	"IND"	240	8	28	13	31	26	10	3	15	22	104	1
20080119	"POR@ORL"	"POR"	240	9	16	12	25	23	6	5	6	21	94	-1
20080119	"POR@ORL"	"ORL"	240	8	21	12	36	19	3	9	11	14	101	1
20080119	"TOR@PHI"	"TOR"	240	8	16	6	31	25	6	1	16	20	95	-1
20080119	"TOR@PHI"	"PHI"	240	3	11	11	29	21	13	2	13	22	99	1
20080119	"NYK@MIA"	"NYK"	240	3	12	10	33	17	8	3	11	20	88	-1
20080119	"NYK@MIA"	"MIA"	240	6	15	8	32	23	4	5	15	25	84	1
20080119	"DET@CHI"	"DET"	240	6	18	8	24	13	6	5	14	24	81	-1
20080119	"DET@CHI"	"CHI"	240	5	12	9	32	13	9	3	9	21	97	1
20080119	"SAS@HOU"	"SAS"	240	6	13	7	37	15	2	4	12	14	81	-1
20080119	"SAS@HOU"	"HOU"	240	7	19	16	32	21	7	5	7	18	83	1
20080119	"GSW@MIL"	"GSW"	240	10	24	8	28	25	13	4	16	21	119	-1
20080119	"GSW@MIL"	"MIL"	240	5	15	8	21	23	7	2	19	22	99	1
20080119	"OKC@DAL"	"OKC"	240	1	6	9	32	19	6	0	16	17	96	-1
20080119	"OKC@DAL"	"DAL"	240	8	19	13	34	28	9	8	14	21	111	1
20080119	"MIN@DEN"	"MIN"	240	10	22	9	29	24	10	6	17	28	108	-1
20080119	"MIN@DEN"	"DEN"	240	4	14	17	26	20	6	4	16	14	111	1
20080119	"BRK@LAC"	"BRK"	265	5	13	20	34	26	6	8	17	26	107	-1
20080119	"BRK@LAC"	"LAC"	265	5	11	10	30	28	9	10	10	26	120	1
20080120	"BRK@PHX"	"BRK"	240	4	18	5	33	20	6	6	16	15	92	-1
20080120	"BRK@PHX"	"PHX"	240	12	29	17	31	30	10	6	10	20	116	1
20080121	"SAS@CHA"	"SAS"	240	8	16	12	30	18	11	10	11	13	95	-1
20080121	"SAS@CHA"	"CHA"	240	2	14	8	27	24	8	4	12	15	86	1
20080121	"BOS@NYK"	"BOS"	240	4	11	11	31	18	10	1	15	22	109	-1
20080121	"BOS@NYK"	"NYK"	240	1	15	9	27	16	9	0	16	25	93	1
20080121	"DAL@WAS"	"DAL"	240	5	18	11	29	15	4	6	16	17	84	-1
20080121	"DAL@WAS"	"WAS"	240	11	22	11	25	22	11	5	7	18	102	1
20080121	"POR@ATL"	"POR"	265	8	17	14	25	22	6	4	8	24	111	-1
20080121	"POR@ATL"	"ATL"	265	9	17	14	32	25	4	5	11	19	109	1
20080121	"IND@PHI"	"IND"	240	14	25	8	30	35	9	2	18	26	110	-1
20080121	"IND@PHI"	"PHI"	240	4	13	16	28	21	9	2	14	21	103	1
20080121	"OKC@HOU"	"OKC"	240	3	14	13	33	27	7	3	15	26	89	-1
20080121	"OKC@HOU"	"HOU"	240	1	12	14	32	21	8	10	10	18	96	1
20080121	"UTZ@LAC"	"UTZ"	240	5	11	9	28	31	15	2	19	25	109	-1
20080121	"UTZ@LAC"	"LAC"	240	3	10	7	23	20	7	5	20	15	93	1
20080121	"MIL@NOP"	"MIL"	240	8	19	12	32	19	1	4	10	22	92	-1
20080121	"MIL@NOP"	"NOP"	240	9	22	17	30	26	6	4	6	18	106	1
20080121	"MIN@GSW"	"MIN"	240	9	20	7	39	26	7	1	15	22	109	-1
20080121	"MIN@GSW"	"GSW"	240	10	32	13	32	21	11	3	11	21	108	1
20080121	"CHI@MEM"	"CHI"	240	9	22	19	24	19	10	2	10	23	90	-1
20080121	"CHI@MEM"	"MEM"	240	8	17	9	38	23	5	6	15	16	104	1
20080121	"DET@ORL"	"DET"	240	7	13	11	23	14	10	2	11	28	100	-1
20080121	"DET@ORL"	"ORL"	240	8	17	5	31	19	6	5	12	21	102	1
20080121	"CLE@MIA"	"CLE"	240	4	12	14	28	16	10	6	14	21	97	-1
20080121	"CLE@MIA"	"MIA"	240	1	13	11	26	14	8	3	13	20	90	1
20080121	"DEN@LAL"	"DEN"	240	5	12	12	33	27	6	6	16	27	99	-1
20080121	"DEN@LAL"	"LAL"	240	11	25	11	34	29	5	6	12	21	116	1
20080122	"PHX@MIL"	"PHX"	240	11	24	9	26	23	11	7	14	18	114	-1
20080122	"PHX@MIL"	"MIL"	240	4	16	15	29	24	7	4	15	23	105	1
20080122	"BRK@SAC"	"BRK"	240	8	18	10	19	26	5	7	14	20	94	-1
20080122	"BRK@SAC"	"SAC"	240	15	24	9	32	30	10	7	12	18	128	1
20080123	"DAL@CHA"	"DAL"	240	3	17	10	33	18	4	6	6	20	102	-1
20080123	"DAL@CHA"	"CHA"	240	3	18	11	31	18	5	3	9	21	95	1
20080123	"WAS@CLE"	"WAS"	240	7	22	9	20	21	3	4	9	19	85	-1
20080123	"WAS@CLE"	"CLE"	240	7	22	13	40	39	5	8	5	16	121	1
20080123	"DET@PHI"	"DET"	240	5	18	12	21	17	7	6	9	18	86	-1
20080123	"DET@PHI"	"PHI"	240	4	14	19	28	17	4	1	18	20	78	1
20080123	"TOR@BOS"	"TOR"	240	15	21	4	25	32	8	2	18	20	114	-1
20080123	"TOR@BOS"	"BOS"	240	7	21	16	23	30	11	5	12	19	112	1
20080123	"ORL@MEM"	"ORL"	240	18	33	5	28	18	11	4	6	24	112	-1
20080123	"ORL@MEM"	"MEM"	240	6	18	12	28	13	1	3	15	19	85	1
20080123	"PHX@MIN"	"PHX"	240	10	27	3	23	32	7	4	16	25	107	-1
20080123	"PHX@MIN"	"MIN"	240	3	10	22	26	28	9	1	10	13	117	1
20080123	"POR@NOP"	"POR"	240	8	26	12	25	21	4	7	8	21	81	-1
20080123	"POR@NOP"	"NOP"	240	5	17	12	29	24	4	3	8	16	96	1
20080123	"IND@CHI"	"IND"	240	9	30	9	35	20	8	3	18	21	95	-1
20080123	"IND@CHI"	"CHI"	240	6	16	10	38	19	10	4	12	22	108	1
20080123	"ATL@DEN"	"ATL"	240	5	12	15	36	29	15	7	15	26	100	-1
20080123	"ATL@DEN"	"DEN"	240	5	15	6	39	26	8	7	17	18	107	1
20080123	"LAL@SAS"	"LAL"	240	5	15	12	36	17	4	4	22	21	91	-1
20080123	"LAL@SAS"	"SAS"	240	11	23	9	26	23	16	5	7	17	103	1
20080123	"HOU@OKC"	"HOU"	240	11	23	11	24	28	4	3	7	24	109	-1
20080123	"HOU@OKC"	"OKC"	240	1	8	8	28	23	2	4	9	23	107	1
20080123	"SAC@LAC"	"SAC"	240	6	19	13	27	20	8	3	21	20	85	-1
20080123	"SAC@LAC"	"LAC"	240	4	7	15	35	30	11	4	13	24	111	1
20080124	"SAS@MIA"	"SAS"	240	5	24	7	31	23	7	3	13	20	90	-1
20080124	"SAS@MIA"	"MIA"	240	4	9	8	31	17	10	1	11	14	89	1
20080124	"IND@MIL"	"IND"	240	11	29	10	31	26	3	1	15	20	92	-1
20080124	"IND@MIL"	"MIL"	240	12	31	11	30	30	8	5	9	20	104	1
20080124	"BRK@GSW"	"BRK"	240	8	20	23	37	29	7	0	16	23	119	-1
20080124	"BRK@GSW"	"GSW"	240	10	26	6	34	25	10	8	12	27	121	1
20080125	"PHX@CLE"	"PHX"	240	17	33	3	30	29	4	6	14	20	110	-1
20080125	"PHX@CLE"	"CLE"	240	5	17	17	24	21	10	2	9	23	108	1
20080125	"ORL@DET"	"ORL"	240	6	19	8	23	16	6	6	9	16	93	-1
20080125	"ORL@DET"	"DET"	240	5	13	15	34	25	8	4	14	30	101	1
20080125	"MIL@TOR"	"MIL"	240	3	23	13	23	11	3	1	15	19	75	-1
20080125	"MIL@TOR"	"TOR"	240	8	15	12	30	23	9	2	11	21	106	1
20080125	"MEM@WAS"	"MEM"	240	10	28	10	26	16	10	4	19	21	93	-1
20080125	"MEM@WAS"	"WAS"	240	5	17	15	32	24	11	5	20	23	104	1
20080125	"MIN@BOS"	"MIN"	240	6	21	9	26	16	13	3	12	22	86	-1
20080125	"MIN@BOS"	"BOS"	240	4	16	12	35	17	7	7	23	17	87	1
20080125	"PHI@NYK"	"PHI"	240	2	10	14	24	14	6	3	10	21	81	-1
20080125	"PHI@NYK"	"NYK"	240	5	15	14	30	22	4	1	12	18	89	1
20080125	"LAC@NOP"	"LAC"	240	3	10	7	31	20	5	2	12	16	92	-1
20080125	"LAC@NOP"	"NOP"	240	14	24	15	34	27	10	4	11	18	111	1
20080125	"CHA@CHI"	"CHA"	240	4	11	9	33	26	5	8	16	18	90	-1
20080125	"CHA@CHI"	"CHI"	240	4	18	14	30	17	7	8	12	17	77	1
20080125	"LAL@DAL"	"LAL"	240	5	14	5	32	21	5	3	16	30	105	-1
20080125	"LAL@DAL"	"DAL"	240	5	16	13	28	13	7	3	8	29	112	1
20080125	"BRK@DEN"	"BRK"	240	9	17	12	38	27	5	5	18	26	85	-1
20080125	"BRK@DEN"	"DEN"	240	5	23	13	38	20	15	8	8	20	100	1
20080125	"SAC@UTZ"	"SAC"	240	9	21	9	25	20	4	2	12	20	113	-1
20080125	"SAC@UTZ"	"UTZ"	240	8	14	9	28	31	8	6	9	30	127	1
20080125	"HOU@POR"	"HOU"	240	5	18	16	32	18	10	1	20	22	89	-1
20080125	"HOU@POR"	"POR"	240	5	12	10	20	14	13	3	16	24	79	1
20080125	"ATL@OKC"	"ATL"	240	3	8	12	37	19	8	7	15	22	99	-1
20080125	"ATL@OKC"	"OKC"	240	0	11	9	32	17	10	10	13	22	90	1
20080126	"IND@MIA"	"IND"	240	9	30	8	31	19	8	1	19	19	96	-1
20080126	"IND@MIA"	"MIA"	240	2	12	7	34	25	10	3	16	15	98	1
20080126	"PHI@CHA"	"PHI"	240	3	8	17	32	21	6	10	14	20	103	-1
20080126	"PHI@CHA"	"CHA"	240	8	19	17	25	23	7	6	10	26	96	1
20080126	"LAC@MEM"	"LAC"	265	7	15	8	26	20	9	4	16	38	120	-1
20080126	"LAC@MEM"	"MEM"	265	10	25	13	30	16	4	3	18	28	125	1
20080126	"NOP@SAS"	"NOP"	240	7	20	7	34	17	4	3	10	12	102	-1
20080126	"NOP@SAS"	"SAS"	240	2	20	8	24	17	4	4	11	12	78	1
20080127	"PHX@CHI"	"PHX"	240	5	25	4	34	22	10	6	18	15	88	-1
20080127	"PHX@CHI"	"CHI"	240	3	13	18	34	11	7	2	16	19	77	1
20080127	"BOS@ORL"	"BOS"	240	7	18	13	25	14	11	2	11	23	93	-1
20080127	"BOS@ORL"	"ORL"	240	9	25	14	29	16	4	8	20	20	96	1
20080127	"CLE@LAL"	"CLE"	240	6	21	12	33	18	7	3	11	27	98	-1
20080127	"CLE@LAL"	"LAL"	240	3	12	9	33	20	5	4	12	18	95	1
20080127	"WAS@MIL"	"WAS"	265	12	28	15	27	19	11	6	14	20	102	-1
20080127	"WAS@MIL"	"MIL"	265	10	19	16	31	27	12	1	17	23	105	1
20080127	"ATL@POR"	"ATL"	240	2	11	12	24	29	6	3	12	17	93	-1
20080127	"ATL@POR"	"POR"	240	5	16	10	21	19	4	1	10	14	94	1
20080127	"DEN@DAL"	"DEN"	240	8	18	10	30	17	11	6	16	17	85	-1
20080127	"DEN@DAL"	"DAL"	240	3	15	11	34	18	10	7	16	23	90	1
20080127	"BRK@MIN"	"BRK"	240	5	15	14	34	16	3	3	11	20	95	-1
20080127	"BRK@MIN"	"MIN"	240	9	24	13	27	18	4	3	9	30	98	1
20080127	"UTZ@HOU"	"UTZ"	240	5	12	6	35	26	6	4	12	21	97	-1
20080127	"UTZ@HOU"	"HOU"	240	8	24	11	26	19	5	3	12	20	89	1
20080127	"NYK@GSW"	"NYK"	240	3	16	13	35	27	8	5	14	30	104	-1
20080127	"NYK@GSW"	"GSW"	240	7	27	15	33	21	6	4	14	21	106	1
20080127	"SAC@OKC"	"SAC"	240	6	16	6	30	25	7	8	15	26	103	-1
20080127	"SAC@OKC"	"OKC"	240	4	13	15	30	25	8	4	13	25	101	1
20080128	"DAL@MEM"	"DAL"	240	5	12	6	41	17	4	2	11	25	103	-1
20080128	"DAL@MEM"	"MEM"	240	3	11	5	28	14	6	5	6	17	84	1
20080128	"DEN@NOP"	"DEN"	240	8	26	8	25	18	10	2	19	21	93	-1
20080128	"DEN@NOP"	"NOP"	240	7	21	17	35	32	9	4	15	24	117	1
20080128	"SAS@UTZ"	"SAS"	240	4	16	9	28	11	7	3	19	23	91	-1
20080128	"SAS@UTZ"	"UTZ"	240	5	14	6	28	28	15	2	16	22	97	1
20080128	"CHA@LAC"	"CHA"	240	7	16	4	27	33	7	4	16	19	107	-1
20080128	"CHA@LAC"	"LAC"	240	0	8	8	23	34	5	2	14	22	100	1
20080129	"DET@IND"	"DET"	240	6	14	17	31	22	8	7	10	16	110	-1
20080129	"DET@IND"	"IND"	240	12	24	11	29	25	7	5	13	22	104	1
20080129	"TOR@WAS"	"TOR"	265	10	27	12	32	25	7	2	8	21	104	-1
20080129	"TOR@WAS"	"WAS"	265	10	30	19	38	17	5	5	13	24	108	1
20080129	"MIL@BRK"	"MIL"	240	6	25	12	28	23	10	4	11	20	80	-1
20080129	"MIL@BRK"	"BRK"	240	5	16	12	38	23	3	5	14	19	87	1
20080129	"BOS@MIA"	"BOS"	240	10	21	10	41	22	12	5	14	27	117	-1
20080129	"BOS@MIA"	"MIA"	240	5	17	8	28	15	7	2	17	23	87	1
20080129	"MIN@CHI"	"MIN"	240	1	14	7	29	16	10	3	18	24	85	-1
20080129	"MIN@CHI"	"CHI"	240	5	10	17	31	18	13	5	14	20	96	1
20080129	"GSW@HOU"	"GSW"	240	12	30	12	33	23	9	5	10	25	107	-1
20080129	"GSW@HOU"	"HOU"	240	7	21	10	40	28	6	5	13	23	111	1
20080129	"ATL@PHX"	"ATL"	240	2	8	26	24	13	9	5	19	20	92	-1
20080129	"ATL@PHX"	"PHX"	240	5	15	4	32	31	12	19	16	21	125	1
20080129	"SAS@OKC"	"SAS"	240	6	17	6	32	19	2	2	9	17	85	-1
20080129	"SAS@OKC"	"OKC"	240	1	7	11	34	20	7	7	6	16	88	1
20080129	"NYK@LAL"	"NYK"	240	9	14	14	31	23	8	3	11	26	109	-1
20080129	"NYK@LAL"	"LAL"	240	11	27	15	33	30	4	13	13	18	120	1
20080130	"MIA@ORL"	"MIA"	240	7	18	5	24	21	5	3	5	28	91	-1
20080130	"MIA@ORL"	"ORL"	240	6	19	12	40	15	1	5	16	22	107	1
20080130	"MIL@PHI"	"MIL"	240	4	14	7	26	14	3	6	19	26	69	-1
20080130	"MIL@PHI"	"PHI"	240	2	11	12	33	29	9	3	8	19	112	1
20080130	"WAS@TOR"	"WAS"	240	8	21	10	26	13	4	5	16	13	83	-1
20080130	"WAS@TOR"	"TOR"	240	13	18	7	31	30	10	5	7	22	122	1
20080130	"DEN@MEM"	"DEN"	240	7	22	6	33	17	12	9	13	17	106	-1
20080130	"DEN@MEM"	"MEM"	240	7	30	14	37	12	6	6	18	19	102	1
20080130	"CHI@MIN"	"CHI"	240	3	18	5	41	16	4	7	22	15	67	-1
20080130	"CHI@MIN"	"MIN"	240	4	16	12	38	21	12	4	14	19	83	1
20080130	"GSW@NOP"	"GSW"	240	13	27	9	27	23	2	5	6	19	116	-1
20080130	"GSW@NOP"	"NOP"	240	6	20	20	29	25	6	5	6	16	103	1
20080130	"CLE@POR"	"CLE"	240	7	14	10	39	13	6	4	12	19	84	-1
20080130	"CLE@POR"	"POR"	240	3	14	11	32	18	4	4	8	20	83	1
20080130	"NYK@UTZ"	"NYK"	240	4	12	9	27	20	8	4	19	21	89	-1
20080130	"NYK@UTZ"	"UTZ"	240	1	10	11	24	20	12	6	12	23	100	1
20080130	"CHA@SAC"	"CHA"	240	7	21	7	32	23	9	7	11	22	91	-1
20080130	"CHA@SAC"	"SAC"	240	4	12	13	42	22	7	10	13	19	105	1
20080130	"ATL@LAC"	"ATL"	240	2	9	15	29	24	8	5	15	20	88	-1
20080130	"ATL@LAC"	"LAC"	240	2	6	12	28	24	7	6	11	17	95	1
20080131	"LAL@DET"	"LAL"	240	7	19	9	29	16	8	3	22	18	89	-1
20080131	"LAL@DET"	"DET"	240	6	15	11	32	19	17	7	17	24	90	1
20080131	"DAL@BOS"	"DAL"	240	4	22	11	29	20	4	7	13	27	90	-1
20080131	"DAL@BOS"	"BOS"	240	5	11	12	25	13	6	3	8	25	96	1
20080131	"CLE@OKC"	"CLE"	240	12	27	14	19	18	9	6	13	20	95	-1
20080131	"CLE@OKC"	"OKC"	240	3	7	8	32	34	6	4	17	21	101	1
20080131	"SAS@PHX"	"SAS"	240	6	14	6	39	13	10	2	17	25	84	-1
20080131	"SAS@PHX"	"PHX"	240	5	21	4	34	19	13	5	15	25	81	1
20080201	"HOU@IND"	"HOU"	240	8	18	8	36	25	10	2	12	19	106	-1
20080201	"HOU@IND"	"IND"	240	12	24	12	33	28	8	4	15	23	103	1
20080201	"ORL@PHI"	"ORL"	240	9	27	9	33	21	7	1	15	22	108	-1
20080201	"ORL@PHI"	"PHI"	240	2	5	9	24	26	8	1	8	24	106	1
20080201	"LAL@TOR"	"LAL"	240	12	27	9	31	29	4	5	5	20	121	-1
20080201	"LAL@TOR"	"TOR"	240	9	21	15	26	22	4	2	9	14	101	1
20080201	"BRK@MIA"	"BRK"	240	4	14	10	32	26	8	4	10	21	94	-1
20080201	"BRK@MIA"	"MIA"	240	3	14	7	31	19	5	2	16	18	85	1
20080201	"LAC@MIN"	"LAC"	240	1	6	6	28	11	7	3	14	19	83	-1
20080201	"LAC@MIN"	"MIN"	240	3	10	15	36	19	7	0	10	25	104	1
20080201	"UTZ@WAS"	"UTZ"	240	7	19	16	33	32	7	9	14	27	96	-1
20080201	"UTZ@WAS"	"WAS"	240	3	19	13	26	12	7	10	12	17	87	1
20080201	"NOP@SAC"	"NOP"	240	14	28	7	31	24	6	4	16	19	103	-1
20080201	"NOP@SAC"	"SAC"	240	10	23	11	31	26	7	7	11	18	112	1
20080201	"CHA@GSW"	"CHA"	240	3	17	15	30	24	5	3	15	22	96	-1
20080201	"CHA@GSW"	"GSW"	240	10	18	8	35	32	9	6	12	19	127	1
20080201	"NYK@POR"	"NYK"	265	2	17	17	38	12	3	4	11	16	88	-1
20080201	"NYK@POR"	"POR"	265	7	22	9	32	21	2	7	6	17	94	1
20080202	"BRK@ATL"	"BRK"	240	4	14	8	24	28	2	2	15	21	92	-1
20080202	"BRK@ATL"	"ATL"	240	0	4	15	23	28	5	4	11	17	104	1
20080202	"ORL@IND"	"ORL"	240	14	25	5	35	22	4	2	15	24	121	-1
20080202	"ORL@IND"	"IND"	240	14	34	10	27	30	5	1	11	26	115	1
20080202	"LAC@CLE"	"LAC"	240	3	12	8	27	18	4	5	8	21	84	-1
20080202	"LAC@CLE"	"CLE"	240	6	22	13	37	17	5	6	11	19	98	1
20080202	"UTZ@MEM"	"UTZ"	240	6	16	15	34	33	11	2	12	23	110	-1
20080202	"UTZ@MEM"	"MEM"	240	7	23	11	37	19	6	4	23	21	91	1
20080202	"HOU@MIL"	"HOU"	240	5	18	10	40	24	4	9	11	12	91	-1
20080202	"HOU@MIL"	"MIL"	240	6	14	11	26	16	4	7	5	20	83	1
20080202	"CHA@DEN"	"CHA"	240	9	20	20	28	26	5	8	14	24	101	-1
20080202	"CHA@DEN"	"DEN"	240	7	17	10	34	26	10	6	11	17	117	1
20080202	"NYK@OKC"	"NYK"	240	5	17	3	31	17	9	0	10	19	85	-1
20080202	"NYK@OKC"	"OKC"	240	3	11	19	36	21	7	4	12	17	86	1
20080202	"CHI@SAC"	"CHI"	240	6	13	9	31	17	7	7	19	27	101	-1
20080202	"CHI@SAC"	"SAC"	240	6	20	12	30	16	9	5	15	25	105	1
20080203	"LAL@WAS"	"LAL"	240	8	19	7	28	27	4	4	12	21	103	-1
20080203	"LAL@WAS"	"WAS"	240	8	23	12	21	18	4	3	10	18	91	1
20080203	"DAL@DET"	"DAL"	240	2	14	11	31	11	3	3	9	14	67	-1
20080203	"DAL@DET"	"DET"	240	6	12	13	35	25	5	8	9	25	90	1
20080204	"PHI@ATL"	"PHI"	240	2	11	11	31	17	6	7	10	19	91	-1
20080204	"PHI@ATL"	"ATL"	240	4	10	11	27	24	6	14	11	19	96	1
20080204	"DAL@ORL"	"DAL"	240	5	10	13	34	18	5	1	7	20	107	-1
20080204	"DAL@ORL"	"ORL"	240	8	20	10	24	22	2	4	8	20	98	1
20080204	"TOR@MIA"	"TOR"	240	10	19	3	28	31	11	2	11	15	114	-1
20080204	"TOR@MIA"	"MIA"	240	3	16	11	26	19	5	2	18	16	82	1
20080204	"LAC@NYK"	"LAC"	240	5	10	10	29	21	12	5	11	20	103	-1
20080204	"LAC@NYK"	"NYK"	240	7	19	7	28	19	4	4	20	23	94	1
20080204	"HOU@MIN"	"HOU"	240	8	19	10	32	23	11	3	18	13	92	-1
20080204	"HOU@MIN"	"MIN"	240	5	16	8	32	19	13	5	16	20	86	1
20080204	"CHA@PHX"	"CHA"	240	7	19	12	29	21	7	2	14	16	104	-1
20080204	"CHA@PHX"	"PHX"	240	16	36	8	28	30	6	7	14	23	118	1
20080204	"NOP@UTZ"	"NOP"	240	10	18	9	30	17	6	4	19	24	88	-1
20080204	"NOP@UTZ"	"UTZ"	240	14	22	9	30	26	11	3	10	15	110	1
20080204	"CHI@OKC"	"CHI"	240	7	14	23	27	25	8	3	13	19	118	-1
20080204	"CHI@OKC"	"OKC"	240	7	16	11	24	25	7	8	14	30	108	1
20080204	"DEN@POR"	"DEN"	265	7	19	21	32	22	11	4	16	20	105	-1
20080204	"DEN@POR"	"POR"	265	9	22	18	33	31	10	10	17	16	103	1
20080205	"BOS@CLE"	"BOS"	240	9	18	7	22	21	8	2	19	29	113	-1
20080205	"BOS@CLE"	"CLE"	240	10	21	17	22	24	9	8	18	23	114	1
20080205	"SAS@IND"	"SAS"	240	11	27	10	35	31	6	6	13	17	116	-1
20080205	"SAS@IND"	"IND"	240	8	22	5	22	19	10	9	11	15	89	1
20080205	"WAS@PHI"	"WAS"	240	8	25	15	24	21	6	0	19	25	96	-1
20080205	"WAS@PHI"	"PHI"	240	1	6	4	32	27	11	6	14	21	101	1
20080205	"LAL@BRK"	"LAL"	240	7	20	13	34	27	9	4	12	22	105	-1
20080205	"LAL@BRK"	"BRK"	240	8	25	10	34	24	3	3	14	26	90	1
20080205	"MIL@MEM"	"MIL"	240	4	14	15	33	22	5	2	10	15	102	-1
20080205	"MIL@MEM"	"MEM"	240	11	29	5	30	21	6	4	13	14	97	1
20080206	"LAL@ATL"	"LAL"	240	11	24	7	30	28	5	1	11	15	95	-1
20080206	"LAL@ATL"	"ATL"	240	5	11	10	36	28	7	7	11	13	98	1
20080206	"BRK@ORL"	"BRK"	240	5	15	10	32	20	6	1	16	24	84	-1
20080206	"BRK@ORL"	"ORL"	240	10	27	9	33	22	11	4	12	17	100	1
20080206	"SAS@WAS"	"SAS"	240	6	22	13	32	26	5	2	11	20	85	-1
20080206	"SAS@WAS"	"WAS"	240	5	22	15	26	13	7	5	12	17	77	1
20080206	"LAC@BOS"	"LAC"	240	6	11	9	25	22	13	9	13	22	100	-1
20080206	"LAC@BOS"	"BOS"	240	8	16	10	30	24	10	5	19	29	111	1
20080206	"MIA@DET"	"MIA"	240	4	13	5	27	23	4	2	10	24	95	-1
20080206	"MIA@DET"	"DET"	240	5	12	10	28	30	6	3	9	17	100	1
20080206	"IND@NYK"	"IND"	240	9	31	10	24	25	8	4	5	20	103	-1
20080206	"IND@NYK"	"NYK"	240	8	19	15	34	22	1	4	16	19	100	1
20080206	"MIL@DAL"	"MIL"	240	4	16	12	27	12	2	5	10	22	96	-1
20080206	"MIL@DAL"	"DAL"	240	4	16	12	30	26	7	4	9	19	107	1
20080206	"UTZ@DEN"	"UTZ"	265	5	15	16	38	27	9	5	22	31	118	-1
20080206	"UTZ@DEN"	"DEN"	265	10	20	16	28	25	11	7	15	31	115	1
